PropertyID,City,PropertyType,Bedrooms,FullBathrooms,HalfBathrooms,GarageCars,BasementArea,FirstFloorArea,SecondFloorArea,LotArea,YearBuilt,Condition,DistanceFromCityCenter,HasPool,HasGarden,Furnishing,SalePrice
11286,Chennai,Independent House,3,4,1,0.0,86.0,606,351,5422.0,1972,Excellent,9.42,0,1,Fully Furnished,17430742
6503,Chennai,Villa,6,1,0,2.0,424.0,1343,401,3048.0,2022,Fair,6.79,0,1,Semi-Furnished,30076624
4363,Pune,Villa,2,4,0,3.0,509.0,1233,532,5122.0,1977,Good,1.46,1,1,Fully Furnished,42235907
14856,Chennai,Independent House,1,4,0,3.0,357.0,33,633,6535.0,1972,Good,6.19,0,0,Unfurnished,14134575
376,Hyderabad,Apartment,6,3,0,0.0,543.0,1050,509,,1986,Poor,10.74,1,0,Unfurnished,14922915
1967,Hyderabad,Independent House,1,3,0,0.0,120.0,982,453,3976.0,2016,Fair,9.8,0,1,,18380649
3958,Delhi,Studio,2,1,1,3.0,627.0,1114,582,2168.0,1979,Good,15.32,0,1,Unfurnished,16543491
13353,Pune,Villa,3,2,1,0.0,355.0,1131,291,3633.0,1991,Good,12.93,0,1,Unfurnished,31324846
5697,Mumbai,Villa,5,4,2,3.0,581.0,870,906,,2007,Fair,10.73,0,0,Semi-Furnished,57044489
1244,Delhi,Villa,1,3,1,,,832,604,3894.0,2000,Fair,15.07,0,0,Semi-Furnished,32694314
12544,Pune,Studio,4,3,0,,611.0,1318,693,3630.0,1967,Good,7.37,0,1,Semi-Furnished,18412071
12241,Hyderabad,Apartment,1,2,1,3.0,,629,600,1078.0,1972,Fair,2.6,0,0,Unfurnished,12147521
9271,Hyderabad,Apartment,1,4,2,2.0,,766,919,3616.0,1999,Fair,1.71,0,1,Fully Furnished,17638505
942,Delhi,Independent House,6,2,0,0.0,487.0,993,478,,1988,,7.02,0,0,Semi-Furnished,38978428
10494,Pune,Apartment,1,3,0,1.0,0.0,1043,473,3983.0,2000,Excellent,7.44,0,0,Unfurnished,17014880
3347,Chennai,Apartment,6,3,0,3.0,484.0,950,263,5724.0,1991,Good,21.27,0,0,Unfurnished,16127713
2658,Mumbai,Studio,4,2,2,3.0,,967,954,4864.0,1986,Fair,12.23,0,0,Fully Furnished,19160319
14866,Pune,Studio,3,4,2,0.0,,1057,295,6461.0,2023,Excellent,2.27,0,1,Unfurnished,14107366
9921,Pune,Independent House,6,4,1,2.0,335.0,457,588,,2013,Excellent,4.13,0,0,Semi-Furnished,32069045
5327,Chennai,Studio,5,2,0,2.0,249.0,877,534,6768.0,2013,Excellent,7.34,0,1,Fully Furnished,13540915
9948,Hyderabad,Studio,1,1,0,2.0,515.0,1340,515,4176.0,1965,Fair,18.76,0,0,Unfurnished,9953370
6579,Chennai,Studio,3,2,1,,364.0,958,655,3393.0,1980,Poor,13.11,0,1,Semi-Furnished,8553032
2800,Pune,Independent House,3,2,2,0.0,299.0,661,0,6176.0,1992,Excellent,2.2,0,1,Semi-Furnished,18619222
4307,Mumbai,Independent House,5,2,1,3.0,524.0,1048,225,5839.0,1967,Poor,1.32,0,0,Semi-Furnished,28028984
14485,Mumbai,Studio,2,3,2,0.0,352.0,725,311,4256.0,1962,Fair,8.16,0,1,Unfurnished,9752206
13641,Pune,Independent House,3,3,1,0.0,496.0,917,660,5291.0,1984,Fair,3.67,0,1,Unfurnished,25423040
7245,Bangalore,Independent House,5,4,2,0.0,510.0,794,0,6091.0,1990,Good,3.34,0,1,,26762558
299,Mumbai,Independent House,6,2,0,1.0,433.0,1232,384,,2011,Good,6.24,0,0,Semi-Furnished,48876582
12398,Chennai,Independent House,4,2,0,0.0,334.0,707,542,2075.0,1993,,17.13,0,0,Unfurnished,19178226
3824,Mumbai,Independent House,3,4,2,1.0,324.0,662,820,4700.0,1970,Fair,11.48,0,0,Semi-Furnished,33729372
10079,Hyderabad,Apartment,6,3,0,0.0,645.0,1383,867,3730.0,2001,Good,0.61,0,0,Semi-Furnished,28848907
7978,Chennai,Independent House,6,2,1,0.0,349.0,1018,73,4067.0,1971,Good,13.69,0,1,Semi-Furnished,19653425
2036,Hyderabad,Apartment,5,4,0,1.0,535.0,1050,264,4479.0,2013,Good,11.25,0,0,Unfurnished,19779689
4040,Hyderabad,Apartment,4,4,2,0.0,284.0,582,776,3830.0,2002,Good,5.32,1,1,Semi-Furnished,17768352
14561,Bangalore,Studio,5,1,2,2.0,665.0,740,998,2897.0,1987,Good,19.68,0,0,Semi-Furnished,19599528
10906,Pune,Studio,1,4,1,0.0,449.0,429,524,,1989,Poor,7.45,1,0,Semi-Furnished,8626750
1500,Pune,Studio,3,1,1,1.0,339.0,868,320,8405.0,1986,Good,4.88,1,1,,12073722
3513,Chennai,Independent House,2,1,0,1.0,333.0,1085,329,7370.0,1982,Good,9.86,0,0,Fully Furnished,20173634
14796,Chennai,Apartment,6,3,1,0.0,400.0,1079,482,2209.0,2024,,12.73,0,0,Unfurnished,19276180
8845,Pune,Villa,2,1,2,2.0,529.0,871,712,,2015,Good,17.85,0,1,Semi-Furnished,35586190
8363,Bangalore,Villa,6,3,1,,504.0,601,441,,2007,Good,13.29,0,0,Semi-Furnished,36525960
6829,Hyderabad,Independent House,4,4,2,1.0,638.0,812,399,8524.0,1976,Excellent,14.32,1,0,Semi-Furnished,32831256
7131,Bangalore,Independent House,4,1,2,3.0,76.0,1336,93,7225.0,1985,Good,10.2,0,1,Fully Furnished,28409934
11181,Chennai,Studio,5,1,1,2.0,622.0,858,322,4582.0,1978,Good,13.2,1,0,Unfurnished,10131702
9321,Delhi,Independent House,3,2,2,2.0,436.0,625,370,3760.0,1978,Fair,16.64,0,1,Unfurnished,21456160
4086,Hyderabad,Villa,6,2,2,3.0,247.0,735,535,4725.0,1982,Fair,4.27,0,1,Unfurnished,25034757
243,Hyderabad,Studio,6,2,0,2.0,,517,28,,1964,Excellent,15.07,0,1,Semi-Furnished,9135866
12923,Hyderabad,Studio,5,3,2,0.0,194.0,906,514,2335.0,2016,Good,13.64,0,0,Unfurnished,12807944
1645,Pune,Villa,2,2,1,1.0,443.0,1224,364,3239.0,2023,Good,3.29,1,0,Fully Furnished,36244272
7372,Hyderabad,Studio,6,1,2,2.0,134.0,450,616,8238.0,1970,Excellent,16.14,0,1,,12339316
9590,Chennai,Villa,6,1,0,0.0,363.0,879,915,5756.0,2001,Good,10.25,0,1,Fully Furnished,35371859
5595,Delhi,Villa,3,2,0,0.0,344.0,437,880,3272.0,1999,Excellent,16.18,0,1,Fully Furnished,38469533
13771,Pune,Villa,2,1,2,2.0,603.0,130,457,3835.0,2024,,15.8,0,1,Unfurnished,17813265
10419,Hyderabad,Apartment,6,4,0,3.0,289.0,875,564,2820.0,2007,,5.52,1,0,Unfurnished,19660981
5232,Delhi,Villa,5,3,1,1.0,,679,1111,4881.0,1991,Good,8.88,0,1,Unfurnished,42387049
2077,Bangalore,Independent House,4,3,2,1.0,507.0,1091,348,5371.0,1989,Fair,8.29,0,1,Fully Furnished,29511320
4104,Chennai,Apartment,1,2,1,3.0,535.0,963,193,5759.0,1980,Good,5.74,0,1,Unfurnished,16091077
7494,Chennai,Villa,5,4,2,0.0,158.0,986,1112,7796.0,2011,,17.53,0,0,Fully Furnished,28683669
9044,Bangalore,Studio,5,3,0,2.0,376.0,710,951,,2002,Fair,15.78,0,1,Unfurnished,16726749
5969,Mumbai,Apartment,4,4,2,,108.0,950,458,6784.0,1983,,0.46,0,0,Fully Furnished,26032854
12697,Mumbai,Studio,1,3,2,3.0,97.0,1618,482,5554.0,1967,Excellent,11.01,0,0,Unfurnished,27264051
12205,Mumbai,Villa,2,3,0,2.0,444.0,1193,371,2895.0,2017,Good,13.17,0,0,Unfurnished,55024244
3967,Chennai,Villa,1,2,1,0.0,193.0,1266,366,4615.0,1997,Excellent,10.72,0,0,,30491141
10529,Mumbai,Villa,4,3,2,0.0,337.0,1103,118,5211.0,2016,Fair,4.77,0,1,Unfurnished,37613680
14881,Pune,Independent House,4,3,1,3.0,249.0,574,653,4603.0,2023,Fair,0.97,0,0,Fully Furnished,20430693
14621,Delhi,Apartment,3,2,2,0.0,592.0,974,487,7625.0,1986,Good,7.61,0,1,,22850242
6755,Mumbai,Apartment,3,3,2,3.0,304.0,899,369,4856.0,2005,Fair,6.72,0,1,Semi-Furnished,21752777
10093,Mumbai,Independent House,5,3,0,0.0,367.0,1418,548,7218.0,1995,Good,16.11,0,0,Unfurnished,53607813
9240,Hyderabad,Studio,2,4,1,3.0,475.0,719,393,6054.0,1963,,26.92,1,1,Unfurnished,11296364
12638,Pune,Villa,2,1,2,0.0,542.0,712,427,,2024,Fair,2.55,0,1,Unfurnished,24409233
4079,Delhi,Independent House,1,2,0,1.0,340.0,937,806,2488.0,1980,Excellent,11.73,0,0,Unfurnished,38779391
7755,Mumbai,Studio,2,3,0,0.0,303.0,698,944,2871.0,2016,Good,5.9,0,1,Fully Furnished,22181964
8833,Delhi,Apartment,3,4,0,2.0,438.0,861,468,2859.0,1973,Fair,15.4,0,1,Unfurnished,15259814
2779,Mumbai,Studio,2,1,0,3.0,418.0,830,545,5816.0,2021,Excellent,12.31,0,1,Semi-Furnished,23310752
4604,Hyderabad,Apartment,1,1,1,1.0,520.0,630,459,3537.0,1967,Good,9.05,1,0,Unfurnished,15632593
4933,Bangalore,Independent House,5,4,2,1.0,606.0,528,720,6253.0,1982,Fair,15.11,0,1,Semi-Furnished,26936157
1986,Pune,Independent House,3,2,0,2.0,344.0,665,526,7659.0,2023,Good,16.8,1,0,Fully Furnished,27126334
3862,Chennai,Villa,2,2,0,2.0,493.0,755,366,2323.0,1974,Poor,11.97,0,1,Semi-Furnished,16155740
7775,Bangalore,Apartment,3,1,0,0.0,280.0,596,483,,1966,,15.35,0,1,Fully Furnished,14163824
326,Hyderabad,Villa,2,3,0,,334.0,1121,883,5315.0,1981,Good,6.04,0,1,Unfurnished,37460915
14268,Hyderabad,Independent House,5,4,2,3.0,455.0,1142,149,4474.0,1962,Fair,8.75,0,1,Unfurnished,21703031
6395,Delhi,Apartment,4,3,0,2.0,563.0,454,430,6213.0,2019,Excellent,16.24,0,1,Semi-Furnished,22952444
11392,Pune,Apartment,3,1,1,1.0,390.0,1047,0,5308.0,2025,Poor,17.8,0,0,Fully Furnished,10159673
4055,Bangalore,Studio,2,2,1,1.0,405.0,112,835,2473.0,2004,Fair,4.69,0,1,Fully Furnished,10722575
2238,Mumbai,Studio,2,2,0,0.0,509.0,1006,87,4185.0,1977,Good,10.92,0,1,Semi-Furnished,17309927
5230,Mumbai,Independent House,4,2,1,1.0,366.0,748,404,3220.0,1969,Excellent,8.43,0,1,Semi-Furnished,44431260
4572,Delhi,Villa,2,4,1,,518.0,168,524,3119.0,1983,Excellent,7.6,0,1,Semi-Furnished,31261256
8977,Mumbai,Apartment,6,2,2,2.0,273.0,1041,401,1220.0,1975,Fair,5.68,0,1,Semi-Furnished,22655410
7455,Pune,Apartment,5,3,2,1.0,512.0,844,659,5214.0,2011,Excellent,2.6,0,1,Fully Furnished,26861486
1269,Bangalore,Studio,4,1,1,2.0,390.0,1036,794,,2009,Good,8.5,0,1,Fully Furnished,19309027
865,Delhi,Villa,1,2,0,3.0,243.0,1103,758,5869.0,2001,,23.32,0,1,Unfurnished,34553359
4943,Hyderabad,Independent House,6,2,1,1.0,401.0,498,322,4175.0,1961,Good,16.37,0,1,Fully Furnished,20924388
2254,Mumbai,Apartment,4,4,0,3.0,25.0,1066,1043,6664.0,2018,,13.74,0,1,Unfurnished,34370242
6011,Delhi,Independent House,4,1,1,,126.0,780,207,7466.0,2014,Excellent,2.54,1,0,Fully Furnished,25556967
6912,Chennai,Studio,3,3,2,2.0,614.0,1083,609,7710.0,1976,Good,8.64,0,1,Fully Furnished,14441536
12387,Bangalore,Apartment,2,3,1,3.0,,676,345,6437.0,2001,Poor,10.19,1,1,Unfurnished,13194565
6999,Pune,Apartment,1,4,0,1.0,275.0,1340,142,4902.0,1988,Excellent,2.08,0,1,Unfurnished,21914950
372,Pune,Apartment,4,4,1,3.0,600.0,601,322,5216.0,1989,Good,1.36,0,0,Semi-Furnished,16888403
12160,Chennai,Villa,1,2,2,3.0,161.0,939,267,5244.0,2012,Fair,18.51,0,1,Fully Furnished,16858901
7941,Hyderabad,Studio,2,3,1,0.0,500.0,894,679,8568.0,1994,Good,16.37,0,1,Unfurnished,13358809
610,Pune,Independent House,5,4,1,0.0,427.0,624,894,5252.0,2000,Good,8.55,0,1,Semi-Furnished,30934698
4652,Chennai,Apartment,5,4,0,2.0,558.0,698,739,254.0,2023,Fair,14.51,0,0,Fully Furnished,16900425
13148,Delhi,Studio,4,2,0,0.0,,1158,782,5574.0,1997,,6.16,0,1,Unfurnished,18521705
8873,Chennai,Studio,2,4,1,3.0,705.0,1293,506,5929.0,1962,Good,5.54,0,0,Semi-Furnished,13662016
11852,Pune,Villa,3,2,1,0.0,491.0,1096,311,3962.0,2014,Good,5.17,0,1,Semi-Furnished,33115679
14670,Hyderabad,Apartment,4,3,2,0.0,452.0,787,297,4253.0,2002,Good,21.13,0,1,Fully Furnished,15523231
11423,Bangalore,Independent House,3,2,1,2.0,276.0,1064,493,6524.0,1979,Poor,11.02,0,1,Fully Furnished,21870302
2365,Mumbai,Villa,3,1,1,0.0,606.0,334,0,4962.0,1979,Poor,18.99,0,0,Semi-Furnished,16408191
7767,Chennai,Studio,5,3,2,0.0,692.0,551,112,7136.0,1990,Good,0.95,0,0,Unfurnished,8856561
7149,Hyderabad,Villa,5,4,0,0.0,331.0,791,884,4677.0,2020,Poor,3.61,0,1,Unfurnished,23896270
9104,Hyderabad,Villa,4,2,2,3.0,653.0,1007,146,4466.0,1987,Good,9.47,0,1,Semi-Furnished,32393079
3790,Hyderabad,Studio,1,3,2,1.0,448.0,360,615,4669.0,2016,Poor,7.35,0,0,Fully Furnished,6453084
11096,Hyderabad,Villa,3,4,0,3.0,19.0,785,419,3302.0,1964,Fair,9.85,0,0,,19281998
5582,Mumbai,Villa,2,3,1,1.0,608.0,959,548,,1978,Excellent,8.27,0,0,Unfurnished,68609253
9368,Bangalore,Villa,5,1,1,3.0,456.0,951,631,5620.0,2024,Good,0.53,0,1,,45286732
5061,Delhi,Studio,4,2,0,3.0,632.0,1041,579,7432.0,1997,Good,6.62,0,0,,17031086
14907,Chennai,Independent House,2,4,1,,468.0,1162,611,3752.0,1994,Excellent,4.88,0,1,Semi-Furnished,35430740
13384,Chennai,Independent House,4,2,1,3.0,621.0,1103,797,4659.0,2018,Fair,13.68,0,1,Semi-Furnished,28528617
8672,Mumbai,Independent House,2,2,2,2.0,157.0,1440,209,8653.0,2021,,7.99,1,1,Fully Furnished,50862623
663,Delhi,Studio,3,2,1,,406.0,1139,730,4474.0,1976,Excellent,6.13,0,0,Fully Furnished,19983626
10863,Bangalore,Independent House,2,3,1,0.0,269.0,1159,553,4039.0,1999,,13.12,1,0,Semi-Furnished,41259729
10318,Delhi,Studio,3,3,1,0.0,150.0,683,515,,2022,,8.91,0,1,Fully Furnished,12978099
2777,Mumbai,Villa,2,3,2,3.0,325.0,1121,555,3364.0,1962,Excellent,12.14,0,1,Semi-Furnished,66942237
4536,Delhi,Apartment,1,1,0,3.0,240.0,846,229,2536.0,2010,Good,3.79,0,1,Fully Furnished,14515453
7190,Chennai,Villa,5,1,2,1.0,471.0,977,680,3165.0,1968,Excellent,6.37,0,1,,38390960
9862,Delhi,Villa,4,1,1,3.0,546.0,686,444,3161.0,1989,Excellent,4.55,0,1,Fully Furnished,43054268
5574,Delhi,Studio,1,4,1,2.0,144.0,954,453,2589.0,2018,Poor,4.21,0,1,Unfurnished,9306300
6136,Delhi,Apartment,1,4,2,1.0,596.0,563,0,6269.0,1969,Good,7.97,0,1,,15147040
4428,Bangalore,Villa,2,4,0,0.0,275.0,397,472,4354.0,1998,Fair,15.8,1,0,Semi-Furnished,22392392
5248,Mumbai,Studio,2,3,0,0.0,,1236,807,5991.0,1976,Excellent,10.89,0,1,Fully Furnished,29661538
10539,Mumbai,Apartment,3,4,2,1.0,665.0,386,835,5840.0,1978,Excellent,5.38,0,1,Semi-Furnished,36949175
3982,Pune,Villa,5,2,2,0.0,447.0,908,421,3855.0,1960,,2.68,0,1,Unfurnished,30136950
7826,Chennai,Independent House,4,4,0,1.0,484.0,889,968,4716.0,1978,Fair,11.13,0,0,Unfurnished,25531654
2670,Delhi,Villa,3,3,0,2.0,590.0,1317,333,6941.0,1968,,3.3,0,1,Semi-Furnished,43835569
3978,Bangalore,Independent House,2,2,1,0.0,745.0,537,782,4689.0,1972,Excellent,7.86,0,1,Semi-Furnished,40113576
280,Chennai,Villa,2,2,2,3.0,,684,710,7309.0,1970,Fair,13.63,0,0,Semi-Furnished,24411069
13610,Chennai,Villa,2,1,1,2.0,315.0,1197,593,4063.0,2009,Fair,10.45,0,0,Semi-Furnished,27521525
8719,Pune,Independent House,4,4,0,0.0,128.0,985,326,2002.0,1970,Good,17.15,0,1,Fully Furnished,22823540
7453,Hyderabad,Villa,1,4,1,1.0,583.0,1180,300,3294.0,1960,Good,8.84,0,1,Semi-Furnished,31071756
5198,Mumbai,Villa,6,2,0,3.0,128.0,729,394,2404.0,1976,Good,9.23,1,1,Semi-Furnished,43026969
13562,Chennai,Studio,4,3,0,0.0,0.0,727,1029,6088.0,2018,Good,17.28,0,1,,13244618
14167,Pune,Independent House,1,1,0,2.0,359.0,622,405,5676.0,1985,Excellent,9.98,0,1,Fully Furnished,25384279
4156,Chennai,Independent House,3,1,0,1.0,332.0,797,491,6307.0,2007,Excellent,8.48,1,0,,25611374
13520,Chennai,Independent House,2,2,1,3.0,71.0,976,230,7108.0,1977,Good,15.55,0,0,Unfurnished,17058513
4884,Pune,Studio,6,3,2,3.0,63.0,985,118,5096.0,1999,Excellent,7.86,0,1,Semi-Furnished,14224032
5808,Hyderabad,Villa,1,2,0,0.0,490.0,783,677,3886.0,1962,Fair,16.63,0,1,,23598809
3810,Mumbai,Villa,2,2,0,1.0,366.0,1443,673,4089.0,1997,Good,6.1,0,1,Fully Furnished,62286041
8714,Pune,Studio,4,4,2,,298.0,582,734,3393.0,1995,,2.01,1,0,Fully Furnished,11852414
9364,Hyderabad,Villa,4,4,0,1.0,509.0,592,751,1930.0,1969,Good,1.75,0,1,Semi-Furnished,32233071
4684,Pune,Apartment,3,1,1,1.0,384.0,798,1015,4452.0,1991,Good,7.46,0,1,Unfurnished,21372840
12823,Delhi,Apartment,1,1,0,1.0,628.0,1074,542,3961.0,1992,Good,13.61,0,1,Semi-Furnished,23360256
13835,Hyderabad,Independent House,2,3,2,0.0,583.0,1197,1029,4813.0,2000,Excellent,15.7,0,1,Semi-Furnished,44212094
10876,Hyderabad,Independent House,2,3,0,1.0,328.0,700,468,4576.0,1977,Good,19.6,0,1,Fully Furnished,20245417
5594,Bangalore,Studio,1,4,1,1.0,,1041,260,,1964,,8.03,1,0,Semi-Furnished,13336805
11663,Pune,Apartment,2,4,1,3.0,,1040,100,5103.0,1981,Good,5.46,0,0,Semi-Furnished,18595871
6898,Delhi,Studio,3,3,1,,434.0,1016,437,6499.0,1980,,0.37,0,1,Unfurnished,15108258
4564,Bangalore,Independent House,6,2,0,0.0,194.0,995,648,5994.0,2017,Poor,2.93,0,0,Fully Furnished,23807490
8377,Mumbai,Studio,4,4,2,2.0,855.0,539,644,4267.0,1983,Good,17.28,0,0,Semi-Furnished,22477232
9413,Bangalore,Studio,2,2,1,3.0,263.0,615,421,,1961,Fair,5.81,0,0,Fully Furnished,9221361
9567,Delhi,Studio,4,3,0,2.0,380.0,885,687,7156.0,1988,Good,6.17,0,0,Semi-Furnished,16846415
1270,Bangalore,Villa,1,2,2,,,26,417,1437.0,1995,Good,2.7,0,1,,21606020
2351,Mumbai,Apartment,1,4,0,1.0,289.0,919,763,4381.0,1996,Good,7.18,0,1,Unfurnished,27979410
8746,Bangalore,Villa,6,2,0,3.0,271.0,645,673,5344.0,2020,Good,15.48,0,0,Fully Furnished,37604878
1385,Hyderabad,Independent House,5,2,1,3.0,585.0,599,619,3182.0,1967,Good,1.09,0,1,Semi-Furnished,26737199
13191,Mumbai,Villa,1,4,1,0.0,806.0,735,592,7835.0,1993,Good,8.49,0,0,Semi-Furnished,55550586
9037,Delhi,Villa,4,2,2,0.0,322.0,1280,342,3594.0,1997,Excellent,1.84,0,1,Fully Furnished,47860659
5857,Delhi,Apartment,5,4,2,3.0,466.0,981,0,1591.0,1987,Poor,0.9,0,1,Unfurnished,13198131
298,Bangalore,Villa,6,2,0,0.0,299.0,1000,597,4066.0,2003,Good,9.8,0,1,Fully Furnished,42872483
8636,Delhi,Independent House,5,4,2,1.0,435.0,429,671,,1966,Excellent,14.77,0,0,Semi-Furnished,31601589
13381,Hyderabad,Apartment,1,1,1,1.0,171.0,999,380,5902.0,1983,Good,11.28,0,0,Semi-Furnished,14218691
13425,Bangalore,Apartment,1,2,0,0.0,500.0,648,623,5111.0,2001,Poor,9.51,0,1,Fully Furnished,13225477
9979,Bangalore,Studio,4,3,0,0.0,477.0,1269,754,,1973,Fair,6.28,0,0,Semi-Furnished,15110888
2078,Mumbai,Villa,1,2,0,3.0,324.0,1299,912,3927.0,1997,Fair,5.64,1,0,Unfurnished,55308237
13865,Chennai,Villa,6,3,2,1.0,569.0,613,944,8034.0,2014,Fair,9.45,0,0,Semi-Furnished,30007936
12125,Delhi,Independent House,4,4,0,1.0,275.0,1049,0,4117.0,1988,Fair,7.7,0,1,Semi-Furnished,20881953
2230,Hyderabad,Independent House,3,1,0,1.0,717.0,1078,600,6769.0,2017,,7.14,0,1,Unfurnished,40485526
2843,Hyderabad,Apartment,3,4,2,2.0,,1259,602,1286.0,1999,Good,12.89,1,1,,24227152
2538,Delhi,Independent House,4,1,0,2.0,389.0,1193,515,6183.0,1988,Good,9.16,0,0,Unfurnished,34455084
195,Hyderabad,Studio,2,1,0,3.0,,1329,599,9127.0,1972,,8.33,0,1,Semi-Furnished,15833282
12600,Hyderabad,Independent House,5,1,1,3.0,474.0,695,510,6549.0,2003,Fair,2.4,0,1,Fully Furnished,21718217
7363,Pune,Villa,3,2,1,1.0,331.0,1028,120,4967.0,2014,Fair,13.52,1,0,Semi-Furnished,23022186
6637,Pune,Studio,4,4,1,2.0,166.0,518,873,4781.0,1964,Excellent,14.42,1,1,Unfurnished,14845784
7499,Chennai,Studio,4,2,0,3.0,304.0,354,460,3127.0,2012,,9.53,0,1,Fully Furnished,8674322
11013,Pune,Studio,2,1,2,1.0,500.0,1017,47,6000.0,2013,Good,8.06,1,0,Fully Furnished,12599727
4043,Chennai,Independent House,1,3,0,1.0,521.0,936,71,3755.0,2018,Fair,15.66,0,1,Unfurnished,16980046
6554,Mumbai,Villa,6,4,0,,279.0,678,555,7360.0,1961,Poor,14.77,0,1,Fully Furnished,30871878
5506,Pune,Villa,3,2,1,3.0,,756,361,5052.0,1976,Fair,9.46,0,1,Unfurnished,22578246
6855,Chennai,Apartment,3,2,1,2.0,108.0,979,476,5972.0,1978,,11.49,0,1,,13765724
6762,Mumbai,Studio,5,2,2,2.0,0.0,1075,663,3905.0,1998,Good,10.78,0,1,Fully Furnished,21853492
5301,Bangalore,Studio,2,4,2,1.0,308.0,483,513,5703.0,1985,Fair,12.31,0,0,Unfurnished,10305154
11732,Pune,Independent House,6,2,2,0.0,0.0,643,106,,1962,Good,12.18,1,0,Fully Furnished,15356435
321,Chennai,Studio,1,1,2,1.0,528.0,821,851,,1968,Poor,6.73,0,1,Semi-Furnished,7431417
7136,Delhi,Studio,6,1,0,3.0,290.0,1367,598,3931.0,1978,Excellent,0.5,0,1,Unfurnished,22102538
1372,Chennai,Independent House,5,3,2,1.0,375.0,965,555,6056.0,2025,Good,4.14,0,1,,27885335
14923,Mumbai,Apartment,3,1,1,2.0,658.0,831,232,2549.0,1983,Fair,10.91,0,1,Semi-Furnished,23421968
2655,Chennai,Independent House,2,4,2,3.0,540.0,708,363,5758.0,2021,Good,8.48,0,0,Fully Furnished,23743539
9100,Hyderabad,Independent House,6,4,1,3.0,443.0,844,724,8891.0,1963,Good,13.05,0,0,Fully Furnished,29125230
10620,Bangalore,Villa,5,1,1,2.0,493.0,923,354,3186.0,1994,,17.1,0,0,Fully Furnished,45038396
3399,Pune,Villa,1,3,2,2.0,530.0,598,550,5066.0,2014,,6.34,0,0,,30151020
8533,Pune,Independent House,6,3,0,1.0,666.0,885,953,3451.0,1970,Good,16.47,0,0,,36051343
9732,Bangalore,Independent House,3,1,1,2.0,0.0,455,297,,1967,Good,11.68,1,1,Fully Furnished,17334303
13034,Delhi,Studio,6,4,0,0.0,200.0,693,699,,2003,Good,16.26,0,0,Fully Furnished,15090093
14750,Hyderabad,Studio,5,1,2,0.0,457.0,728,666,4879.0,2003,Excellent,11.11,0,1,Semi-Furnished,16674279
14050,Pune,Independent House,5,1,2,0.0,,1131,343,4050.0,1974,Good,18.62,0,1,Fully Furnished,28100011
927,Mumbai,Independent House,3,4,0,3.0,319.0,606,396,4130.0,1965,Fair,6.1,0,1,Semi-Furnished,28701768
245,Pune,Independent House,1,4,2,0.0,521.0,1182,40,4302.0,2021,Good,1.83,0,1,Unfurnished,25535756
7470,Bangalore,Villa,3,4,2,2.0,623.0,935,531,,1986,Poor,14.12,0,1,Semi-Furnished,29247161
8208,Delhi,Independent House,5,3,0,0.0,202.0,667,213,9913.0,2016,Good,14.49,0,0,Semi-Furnished,21655734
144,Mumbai,Villa,4,3,1,,107.0,782,256,,2019,Excellent,8.08,0,0,Fully Furnished,47999067
5984,Delhi,Studio,1,1,1,2.0,246.0,814,399,4121.0,1966,Good,9.6,0,1,Fully Furnished,9532157
8152,Delhi,Apartment,3,4,0,0.0,365.0,900,0,7642.0,2009,,14.35,0,0,Unfurnished,11299096
2364,Delhi,Studio,5,3,1,1.0,,1277,787,6850.0,1978,Excellent,15.1,0,1,,20941372
12960,Delhi,Independent House,4,3,0,2.0,291.0,322,616,2342.0,1983,Good,1.59,0,1,Semi-Furnished,24648653
130,Delhi,Apartment,2,4,0,1.0,439.0,919,455,6469.0,1984,Good,13.21,0,1,,20348150
1162,Chennai,Apartment,4,3,2,1.0,,964,53,2797.0,1990,Fair,15.04,0,1,Semi-Furnished,11104283
11822,Mumbai,Studio,3,4,1,1.0,166.0,1221,404,687.0,1973,Fair,17.14,0,1,Fully Furnished,14723653
14891,Delhi,Apartment,4,3,2,2.0,,1234,327,4576.0,1974,Good,16.92,0,1,Semi-Furnished,24424004
5954,Bangalore,Villa,4,3,2,3.0,597.0,1085,285,3806.0,2022,Good,8.57,0,0,Unfurnished,42974152
288,Bangalore,Independent House,6,3,1,0.0,672.0,710,906,6561.0,1966,Excellent,7.43,0,1,Semi-Furnished,50250685
13851,Delhi,Villa,5,3,1,2.0,343.0,1301,476,,1976,Poor,12.03,0,1,Fully Furnished,29760252
5309,Hyderabad,Independent House,2,3,1,3.0,699.0,605,253,,1963,Good,13.03,0,1,Fully Furnished,22425681
8682,Pune,Villa,3,2,1,0.0,631.0,1168,259,3685.0,1998,,12.41,0,1,Unfurnished,28385925
1171,Delhi,Apartment,2,4,2,2.0,95.0,711,435,3872.0,1961,Fair,4.51,0,1,Semi-Furnished,12987646
13218,Pune,Villa,6,3,1,3.0,367.0,317,182,3479.0,1985,Excellent,9.63,1,1,Fully Furnished,26129860
9320,Mumbai,Independent House,3,3,0,1.0,644.0,1134,598,6140.0,1973,Good,10.04,0,0,Unfurnished,52354445
6793,Hyderabad,Studio,4,1,2,3.0,411.0,951,659,3519.0,2008,Fair,7.18,0,0,Fully Furnished,12132918
11134,Delhi,Villa,1,4,1,0.0,247.0,784,1111,3544.0,2010,Good,5.95,0,0,Fully Furnished,41225430
